GloOfs,RelOfs,LocOfs,Next,Data,GotoX,GotoY,GotoZ,State,State_S
112864,80090,15736,0,0,0,0,0,0,CS_NONE
112872,80098,15744,0,0,0,0,0,0,CS_NONE
112880,80106,15752,0,0,0,0,0,0,CS_NONE
112888,80114,15760,0,0,0,0,0,0,CS_NONE
112896,80122,15768,0,0,0,0,0,0,CS_NONE
112904,80130,15776,0,0,0,0,0,0,CS_NONE
112912,80138,15784,0,0,0,0,0,0,CS_NONE
112920,80146,15792,0,0,0,0,0,0,CS_NONE
112928,80154,15800,0,0,0,0,0,0,CS_NONE
112936,80162,15808,0,0,0,0,0,0,CS_NONE
112944,80170,15816,0,0,0,0,0,0,CS_NONE
112952,80178,15824,0,0,0,0,0,0,CS_NONE
112960,80186,15832,0,0,0,0,0,0,CS_NONE
112968,80194,15840,0,0,0,0,0,0,CS_NONE
112976,80202,15848,0,0,0,0,0,0,CS_NONE
112984,80210,15856,0,0,0,0,0,0,CS_NONE
112992,80218,15864,0,0,0,0,0,0,CS_NONE
113000,80226,15872,0,0,0,0,0,0,CS_NONE
113008,80234,15880,0,0,0,0,0,0,CS_NONE
113016,80242,15888,0,0,0,0,0,0,CS_NONE
113024,80250,15896,0,0,0,0,0,0,CS_NONE
113032,80258,15904,0,0,0,0,0,0,CS_NONE
113040,80266,15912,0,0,0,0,0,0,CS_NONE
113048,80274,15920,0,0,0,0,0,0,CS_NONE
113056,80282,15928,0,0,0,0,0,0,CS_NONE
113064,80290,15936,0,0,0,0,0,0,CS_NONE
113072,80298,15944,0,0,0,0,0,0,CS_NONE
113080,80306,15952,0,0,0,0,0,0,CS_NONE
113088,80314,15960,0,0,0,0,0,0,CS_NONE
113096,80322,15968,0,0,0,0,0,0,CS_NONE
113104,80330,15976,0,0,0,0,0,0,CS_NONE
113112,80338,15984,0,0,0,0,0,0,CS_NONE
113120,80346,15992,0,0,0,0,0,0,CS_NONE
113128,80354,16000,0,0,0,0,0,0,CS_NONE
113136,80362,16008,0,0,0,0,0,0,CS_NONE
113144,80370,16016,0,0,0,0,0,0,CS_NONE
113152,80378,16024,0,0,0,0,0,0,CS_NONE
113160,80386,16032,0,0,0,0,0,0,CS_NONE
113168,80394,16040,0,0,0,0,0,0,CS_NONE
113176,80402,16048,0,0,0,0,0,0,CS_NONE
113184,80410,16056,0,0,0,0,0,0,CS_NONE
113192,80418,16064,0,0,0,0,0,0,CS_NONE
113200,80426,16072,0,0,0,0,0,0,CS_NONE
113208,80434,16080,0,0,0,0,0,0,CS_NONE
113216,80442,16088,0,0,0,0,0,0,CS_NONE
113224,80450,16096,0,0,0,0,0,0,CS_NONE
113232,80458,16104,0,0,0,0,0,0,CS_NONE
113240,80466,16112,0,0,0,0,0,0,CS_NONE
113248,80474,16120,0,0,0,0,0,0,CS_NONE
113256,80482,16128,0,0,0,0,0,0,CS_NONE
113264,80490,16136,0,0,0,0,0,0,CS_NONE
113272,80498,16144,0,0,0,0,0,0,CS_NONE
113280,80506,16152,0,0,0,0,0,0,CS_NONE
113288,80514,16160,0,0,0,0,0,0,CS_NONE
113296,80522,16168,0,0,0,0,0,0,CS_NONE
113304,80530,16176,0,0,0,0,0,0,CS_NONE
113312,80538,16184,0,0,0,0,0,0,CS_NONE
113320,80546,16192,0,0,0,0,0,0,CS_NONE
113328,80554,16200,0,0,0,0,0,0,CS_NONE
113336,80562,16208,0,0,0,0,0,0,CS_NONE
113344,80570,16216,0,0,0,0,0,0,CS_NONE
113352,80578,16224,0,0,0,0,0,0,CS_NONE
113360,80586,16232,0,0,0,0,0,0,CS_NONE
113368,80594,16240,0,0,0,0,0,0,CS_NONE
113376,80602,16248,0,0,0,0,0,0,CS_NONE
113384,80610,16256,0,0,0,0,0,0,CS_NONE
113392,80618,16264,0,0,0,0,0,0,CS_NONE
113400,80626,16272,0,0,0,0,0,0,CS_NONE
113408,80634,16280,0,0,0,0,0,0,CS_NONE
113416,80642,16288,0,0,0,0,0,0,CS_NONE
113424,80650,16296,0,0,0,0,0,0,CS_NONE
113432,80658,16304,0,0,0,0,0,0,CS_NONE
113440,80666,16312,0,0,0,0,0,0,CS_NONE
113448,80674,16320,0,0,0,0,0,0,CS_NONE
113456,80682,16328,0,0,0,0,0,0,CS_NONE
113464,80690,16336,0,0,0,0,0,0,CS_NONE
113472,80698,16344,0,0,0,0,0,0,CS_NONE
113480,80706,16352,0,0,0,0,0,0,CS_NONE
113488,80714,16360,0,0,0,0,0,0,CS_NONE
113496,80722,16368,0,0,0,0,0,0,CS_NONE
113504,80730,16376,0,0,0,0,0,0,CS_NONE
